"","ID","Genes","Promoter","CpGs","DE"
"749","""3_101496145""","NXPE3",TRUE,FALSE,FALSE
"750","""3_101541253""","NFKBIZ;RP11-49I4.3",TRUE,FALSE,FALSE
"751","""3_101815735""","ZPLD1",TRUE,FALSE,FALSE
"752","""3_150320580""","SELT;SERP1",TRUE,FALSE,FALSE
"753","""3_150418853""","FAM194A;RP11-103G8.2",TRUE,FALSE,FALSE
"754","""3_150478091""","SIAH2-AS1;SIAH2",TRUE,FALSE,FALSE
"755","""3_150635201""","AC020636.1",TRUE,FALSE,FALSE
"756","""3_151589491""","SUCNR1",TRUE,FALSE,FALSE
"757","""3_152056273""","TMEM14E",TRUE,FALSE,FALSE
"758","""4_2751986""","TNIP2",TRUE,FALSE,TRUE
"759","""4_2844877""","ADD1",TRUE,FALSE,FALSE
"760","""4_3442195""","HGFAC",TRUE,FALSE,FALSE
"761","""4_6621165""","MRFAP1",TRUE,FALSE,FALSE
"762","""4_6675206""","RP11-539L10.3",TRUE,FALSE,FALSE
"763","""4_6773429""","KIAA0232",TRUE,FALSE,FALSE
"764","""4_6908960""","TBC1D14",TRUE,FALSE,FALSE
"765","""4_7040401""","CCDC96;TADA2B",TRUE,FALSE,FALSE
"766","""4_7064676""","GRPEL1",TRUE,FALSE,FALSE
"767","""4_26164581""","RBPJ",TRUE,FALSE,FALSE
"768","""4_26857281""","STIM2",TRUE,FALSE,FALSE
"769","""4_26860866""","RP11-293A21.1;STIM2",TRUE,FALSE,FALSE
"770","""4_36392926""","RP11-431M7.2",TRUE,FALSE,FALSE
"771","""4_68563790""","UBA6-AS1;UBA6",TRUE,FALSE,FALSE
"772","""4_69210989""","YTHDC1",TRUE,FALSE,FALSE
"773","""4_90221777""","GPRIN3",TRUE,FALSE,FALSE
"774","""4_141632168""","RP11-102N12.2",TRUE,FALSE,FALSE
"775","""4_141671742""","RP11-102N12.3;TBC1D9",TRUE,FALSE,TRUE
"776","""4_143765116""","INPP4B",TRUE,FALSE,FALSE
"777","""4_144103156""","RP11-284M14.1;USP38",TRUE,FALSE,FALSE
"778","""4_144253937""","AC097658.1;GAB1",TRUE,FALSE,FALSE
"779","""4_154380269""","KIAA0922",TRUE,FALSE,FALSE
"780","""5_1795029""","MRPL36;NDUFS6",TRUE,FALSE,FALSE
"781","""5_7368396""","CTD-2296D1.4;CTD-2296D1.5",TRUE,FALSE,FALSE
"782","""5_7394055""","ADCY2",TRUE,FALSE,FALSE
"783","""5_52083391""","CTD-2288O8.1;ITGA1;PELO",TRUE,FALSE,FALSE
"784","""5_66296832""","MAST4-AS1;MAST4",TRUE,FALSE,FALSE
"785","""5_67509585""","PIK3R1",TRUE,FALSE,FALSE
"786","""5_68660962""","RAD17;TAF9",TRUE,FALSE,TRUE
"787","""5_139025934""","CXXC5",TRUE,FALSE,FALSE
"788","""5_139169981""","PSD2",TRUE,FALSE,FALSE
"789","""5_143545723""","KCTD16;YIPF5",TRUE,FALSE,FALSE
"790","""5_145315614""","SH3RF2",TRUE,FALSE,FALSE
"791","""5_145482193""","PLAC8L1",TRUE,FALSE,FALSE
"792","""5_154320308""","MRPL22",TRUE,FALSE,FALSE
"793","""5_156648584""","CTB-4E7.1;ITK",TRUE,FALSE,FALSE
"794","""5_156771127""","FNDC9",TRUE,FALSE,FALSE
"795","""5_158689921""","UBLCP1",TRUE,FALSE,FALSE
"796","""5_159435129""","TTC1;Y_RNA",TRUE,FALSE,FALSE
"797","""5_159822091""","C5orf54",TRUE,FALSE,FALSE
"798","""5_162863336""","CCNG1;RP11-541P9.3",TRUE,FALSE,FALSE
"799","""5_162886379""","HMMR;NUDCD2",TRUE,FALSE,FALSE
"800","""5_173311148""","CPEB4",TRUE,FALSE,FALSE
"801","""5_173390400""","C5orf47",TRUE,FALSE,FALSE
"802","""5_176556443""","NSD1",TRUE,FALSE,FALSE
"803","""5_176735949""","MXD3",TRUE,FALSE,FALSE
"804","""5_176776075""","LMAN2;RGS14",TRUE,FALSE,FALSE
"805","""5_176826407""","F12;GRK6;PFN3",TRUE,FALSE,FALSE
"806","""5_176835590""","F12",TRUE,FALSE,FALSE
"807","""5_176873180""","PRR7",TRUE,FALSE,FALSE
"808","""5_178014106""","COL23A1",TRUE,FALSE,FALSE
"809","""6_5995580""","NRN1",TRUE,FALSE,FALSE
"810","""6_6318610""","F13A1",TRUE,FALSE,FALSE
"811","""6_11172108""","RP3-510L9.1",TRUE,FALSE,FALSE
"812","""6_11382042""","NEDD9",TRUE,FALSE,FALSE
"813","""6_17596647""","FAM8A1",TRUE,FALSE,FALSE
"814","""6_17612152""","RNU6-190P",TRUE,FALSE,FALSE
"815","""6_17703752""","NUP153;RP11-500C11.3",TRUE,FALSE,FALSE
"816","""6_17982722""","KIF13A",TRUE,FALSE,FALSE
"817","""6_18122212""","NHLRC1",TRUE,FALSE,FALSE
"818","""6_18154576""","KDM1B;TPMT",TRUE,FALSE,FALSE
"819","""6_24718538""","C6orf62",TRUE,FALSE,FALSE
"820","""6_27792447""","HIST1H4K",TRUE,FALSE,FALSE
"821","""6_27834351""","HIST1H1B",TRUE,FALSE,FALSE
"822","""6_30709383""","FLOT1;IER3;XXbac-BPG252P9.10",TRUE,FALSE,FALSE
"823","""6_33358373""","KIFC1",TRUE,FALSE,FALSE
"824","""6_33373874""","KIFC1;PHF1",TRUE,FALSE,FALSE
"825","""6_33386616""","SYNGAP1",TRUE,FALSE,FALSE
"826","""6_64344687""","PHF3",TRUE,FALSE,FALSE
"827","""6_71122241""","FAM135A;RP11-462G2.2",TRUE,FALSE,FALSE
"828","""6_74202227""","RP11-505P4.6",TRUE,FALSE,FALSE
"829","""6_74228212""","EEF1A1;RP11-505P4.7",TRUE,FALSE,FALSE
"830","""6_75954895""","COX7A2",TRUE,FALSE,FALSE
"831","""6_75992327""","RP1-234P15.4;TMEM30A",TRUE,FALSE,FALSE
"832","""6_76299843""","RNU6-1338P;SENP6",TRUE,FALSE,FALSE
"833","""6_149352592""","RP11-162J8.3",TRUE,FALSE,FALSE
"834","""6_149539319""","RP1-111D6.3;TAB2",TRUE,FALSE,FALSE
"835","""6_149561034""","RP1-111D6.2",TRUE,FALSE,FALSE
"836","""6_149885411""","GINM1",TRUE,FALSE,FALSE
"837","""6_157743510""","TMEM242",TRUE,FALSE,FALSE
"838","""6_157800908""","ZDHHC14",TRUE,FALSE,FALSE
"839","""6_159338037""","RNU6-293P;yR211F11.2",TRUE,FALSE,FALSE
"840","""6_159415356""","RP1-111C20.4;RSPH3",TRUE,FALSE,FALSE
"841","""6_167520097""","CCR6",TRUE,FALSE,FALSE
"842","""6_167557301""","TCP10L2",TRUE,FALSE,FALSE
"843","""7_992498""","ADAP1",TRUE,FALSE,FALSE
"844","""7_2271653""","FTSJ2;MAD1L1",TRUE,FALSE,FALSE
"845","""7_2414681""","AC004840.8;CHST12;EIF3B;RP4-607J2.1",TRUE,FALSE,FALSE
"846","""7_2551395""","LFNG",TRUE,FALSE,FALSE
"847","""7_2590223""","BRAT1;snoU13",TRUE,FALSE,FALSE
"848","""7_2594256""","BRAT1;IQCE",TRUE,FALSE,FALSE
"849","""7_26238186""","CBX3;HNRNPA2B1",TRUE,FALSE,TRUE
"850","""7_30511777""","NOD1",TRUE,FALSE,FALSE
"851","""7_30540287""","GGCT",TRUE,FALSE,FALSE
"852","""7_30632312""","AC005154.6;GARS",TRUE,FALSE,FALSE
"853","""7_32933629""","KBTBD2",TRUE,FALSE,FALSE
"854","""7_32996669""","FKBP9",TRUE,FALSE,FALSE
"855","""7_33099608""","NT5C3A",TRUE,FALSE,FALSE
"856","""7_33168595""","AC074338.5;BBS9",TRUE,FALSE,FALSE
"857","""7_35075504""","DPY19L1",TRUE,FALSE,FALSE
"858","""7_39988554""","CDK13;RP11-467D6.1",TRUE,FALSE,FALSE
"859","""7_42949046""","C7orf25",TRUE,FALSE,FALSE
"860","""7_47614634""","TNS3",TRUE,FALSE,FALSE
"861","""7_47692283""","C7orf65",TRUE,FALSE,FALSE
"862","""7_47800071""","LINC00525",TRUE,FALSE,FALSE
"863","""7_47828722""","C7orf69",TRUE,FALSE,FALSE
"864","""7_48018389""","HUS1",TRUE,FALSE,FALSE
"865","""7_73701583""","CLIP2",TRUE,FALSE,FALSE
"866","""7_75417825""","CCL26",TRUE,FALSE,FALSE
"867","""7_75451733""","CCL24",TRUE,FALSE,FALSE
"868","""7_75471491""","RHBDD2",TRUE,FALSE,FALSE
"869","""7_98610216""","AC004893.11",TRUE,FALSE,FALSE
"870","""7_129905411""","CPA2",TRUE,FALSE,FALSE
"871","""7_137529292""","DGKI",TRUE,FALSE,FALSE
"872","""7_137684173""","AKR1D1;CREB3L2",TRUE,FALSE,FALSE
"873","""7_138385645""","SVOPL",TRUE,FALSE,FALSE
"874","""7_157364057""","MIR153-2",TRUE,FALSE,FALSE
"875","""7_157394807""","AC005481.5",TRUE,FALSE,FALSE
"876","""7_157644922""","AC011899.9;RP11-452C13.1",TRUE,FALSE,FALSE
"877","""8_1698826""","CLN8;CTD-2336O2.1",TRUE,FALSE,FALSE
"878","""8_1920333""","KBTBD11;RP11-439C15.4;RP11-439C15.5",TRUE,FALSE,FALSE
"879","""8_1993055""","MYOM2",TRUE,FALSE,FALSE
"880","""8_8549756""","AC087269.1;CLDN23",TRUE,FALSE,FALSE
"881","""8_22525429""","BIN3",TRUE,FALSE,FALSE
"882","""8_22940865""","TNFRSF10C",TRUE,FALSE,FALSE
"883","""8_29201519""","DUSP4;RP4-676L2.1",TRUE,FALSE,FALSE
"884","""8_29937238""","RP11-489E7.4;TMEM66",TRUE,FALSE,FALSE
"885","""8_37639018""","GPR124",TRUE,FALSE,FALSE
"886","""8_38020002""","RP11-90P5.7",TRUE,FALSE,FALSE
"887","""8_38237182""","RP11-350N15.5;WHSC1L1",TRUE,FALSE,TRUE
"888","""8_55035845""","MRPL15",TRUE,FALSE,FALSE
"889","""8_56684485""","TGS1;TMEM68",TRUE,FALSE,FALSE
"890","""8_56780974""","LYN",TRUE,FALSE,TRUE
"891","""8_56812601""","SNORA1",TRUE,FALSE,FALSE
"892","""8_57115873""","CHCHD7;PLAG1",TRUE,FALSE,FALSE
"893","""8_57904091""","IMPAD1",TRUE,FALSE,FALSE
"894","""8_71515118""","snoU13",TRUE,FALSE,FALSE
"895","""8_82359251""","PMP2",TRUE,FALSE,FALSE
"896","""8_82367083""","FABP9",TRUE,FALSE,FALSE
"897","""8_82389666""","FABP4",TRUE,FALSE,FALSE
"898","""8_82429432""","FTH1P11;RP11-257P3.3",TRUE,FALSE,FALSE
"899","""8_82443170""","FABP12",TRUE,FALSE,FALSE
"900","""8_103664646""","KLF10",TRUE,FALSE,FALSE
"901","""8_104022187""","ATP6V1C1;KB-1639H6.2;NPM1P52",TRUE,FALSE,TRUE
"902","""8_126101958""","KIAA0196;NSMCE2",TRUE,FALSE,FALSE
"903","""8_126433576""","TRIB1",TRUE,FALSE,FALSE
"904","""8_130831734""","RP11-473O4.5",TRUE,FALSE,FALSE
"905","""8_130878087""","SNORA25",TRUE,FALSE,FALSE
"906","""8_131007730""","RNU7-181P",TRUE,FALSE,FALSE
"907","""8_131024598""","FAM49B",TRUE,FALSE,FALSE
"908","""8_131078280""","RNU6-1255P",TRUE,FALSE,FALSE
"909","""8_134198047""","WISP1",TRUE,FALSE,FALSE
"910","""8_141468320""","TRAPPC9",TRUE,FALSE,FALSE
"911","""8_141517849""","CHRAC1;CTA-204B4.2",TRUE,FALSE,FALSE
"912","""9_97355741""","FBP2",TRUE,FALSE,FALSE
"913","""9_97399353""","FBP1",TRUE,FALSE,FALSE
"914","""9_97488743""","C9orf3",TRUE,FALSE,FALSE
"915","""9_97567156""","MIR2278",TRUE,FALSE,FALSE
"916","""9_139370394""","SEC16A",TRUE,FALSE,FALSE
"917","""9_139374811""","C9orf163",TRUE,FALSE,FALSE
"918","""X_99986087""","SYTL4",TRUE,FALSE,FALSE
"919","""X_100127546""","NOX1",TRUE,FALSE,FALSE
"920","""1_889424""","KLHL17;NOC2L;PLEKHN1",TRUE,FALSE,FALSE
"921","""1_903641""","C1orf170;PLEKHN1",TRUE,FALSE,FALSE
"922","""1_9598476""","SLC25A33",TRUE,FALSE,FALSE
"923","""1_26495199""","RP11-96L14.7;ZNF593",TRUE,FALSE,FALSE
"924","""1_26643927""","CD52;UBXN11",TRUE,FALSE,FALSE
"925","""1_28689801""","PHACTR4",TRUE,FALSE,FALSE
"926","""1_151821743""","THEM5",TRUE,FALSE,FALSE
"927","""1_154163713""","MIR190B;TPM3",TRUE,FALSE,FALSE
"928","""1_154171924""","C1orf189",TRUE,FALSE,FALSE
"929","""1_154376485""","IL6R;RP11-350G8.5",TRUE,FALSE,FALSE
"930","""1_154521938""","UBE2Q1-AS1;UBE2Q1",TRUE,FALSE,FALSE
"931","""10_133794677""","BNIP3",TRUE,FALSE,FALSE
"932","""10_135119454""","TUBGCP2;ZNF511",TRUE,FALSE,FALSE
"933","""11_1703678""","AP006285.6;FAM99B;KRTAP5-6",TRUE,FALSE,FALSE
"934","""11_66379170""","RBM14;RBM14-RBM4;RBM4;RNU4-39P",TRUE,FALSE,FALSE
"935","""11_66616990""","LRFN4;PC",TRUE,FALSE,FALSE
"936","""11_66685128""","RNU7-23P",TRUE,FALSE,FALSE
"937","""11_66721794""","PC",TRUE,FALSE,FALSE
"938","""11_66764925""","SYT12",TRUE,FALSE,FALSE
"939","""11_66884405""","KDM2A",TRUE,FALSE,FALSE
"940","""11_67117204""","AP003419.11;CLCF1;POLD4;RN7SKP239",TRUE,FALSE,FALSE
"941","""11_67154977""","CARNS1;PPP1CA;RAD9A;RNU6-1238P;TBC1D10C",TRUE,FALSE,TRUE
"942","""11_67286054""","CABP2",TRUE,FALSE,FALSE
"943","""11_67438455""","ALDH3B2;RPL37P2",TRUE,FALSE,FALSE
"944","""12_6414977""","PLEKHG6",TRUE,FALSE,FALSE
"945","""12_7260342""","C1RL-AS1;C1RL",TRUE,FALSE,FALSE
"946","""12_7270823""","C1RL-AS1;RNU6-485P",TRUE,FALSE,FALSE
"947","""16_696227""","AL022341.3;FAM195A;WDR90",TRUE,FALSE,FALSE
"948","""16_169839""","Z69666.2",TRUE,FALSE,FALSE
"949","""16_2013695""","AC005363.9;RPS2;SNHG9",TRUE,FALSE,FALSE
"950","""16_4513450""","HMOX2;NMRAL1",TRUE,FALSE,TRUE
"951","""16_4983704""","PPL",TRUE,FALSE,FALSE
"952","""16_4396488""","CORO7;CORO7-PAM16;PAM16",TRUE,FALSE,FALSE
"953","""16_4445063""","CORO7;CORO7-PAM16;DNAJA3",TRUE,FALSE,FALSE
"954","""16_4738005""","ANKS3;NUDT16L1",TRUE,FALSE,FALSE
"955","""16_30362291""","CD2BP2;RP11-347C12.10",TRUE,FALSE,FALSE
"956","""16_30453716""","SEPHS2",TRUE,FALSE,FALSE
"957","""16_30583431""","AC002310.7;RP11-146F11.5;ZNF688;ZNF785",TRUE,FALSE,FALSE
"958","""16_31141369""","KAT8;PRSS36;PRSS8;RP11-388M20.2",TRUE,FALSE,FALSE
"959","""16_31158850""","PRSS36",TRUE,FALSE,FALSE
"960","""16_84176461""","DNAAF1;HSDL1",TRUE,FALSE,FALSE
"961","""16_84221012""","ADAD2",TRUE,FALSE,FALSE
"962","""16_84272941""","KCNG4",TRUE,FALSE,FALSE
"963","""16_84328070""","RP11-558A11.2;WFDC1",TRUE,FALSE,FALSE
"964","""16_85044355""","ZDHHC7",TRUE,FALSE,FALSE
"965","""16_85054307""","KIAA0513",TRUE,FALSE,FALSE
"966","""17_256417""","AC108004.3;C17orf97",TRUE,FALSE,FALSE
"967","""17_262444""","AC108004.3",TRUE,FALSE,FALSE
"968","""17_3624645""","CTD-3195I5.3;CTD-3195I5.4;GSG2;ITGAE",TRUE,FALSE,FALSE
"969","""17_73450230""","KIAA0195",TRUE,FALSE,FALSE
"970","""17_73637468""","SMIM6",TRUE,FALSE,FALSE
"971","""17_73662367""","RECQL5;SAP30BP",TRUE,FALSE,FALSE
"972","""17_73773307""","H3F3B",TRUE,FALSE,FALSE
"973","""17_73780341""","H3F3B;MIR4738;UNK",TRUE,FALSE,FALSE
"974","""17_73513685""","LLGL2;TSEN54",TRUE,FALSE,FALSE
"975","""17_73796527""","RP11-552F3.4;UNK",TRUE,FALSE,FALSE
"976","""17_73841974""","WBP2",TRUE,FALSE,FALSE
"977","""17_73889641""","RP11-552F3.10;TRIM65",TRUE,FALSE,FALSE
"978","""17_73931626""","FBF1",TRUE,FALSE,FALSE
"979","""17_73987300""","CDK3;EVPL",TRUE,FALSE,FALSE
"980","""17_74067924""","GALR2;SRP68;ZACN",TRUE,FALSE,FALSE
"981","""17_74097321""","EXOC7",TRUE,FALSE,FALSE
"982","""17_74130236""","FOXJ1;RNF157-AS1;RNF157",TRUE,FALSE,FALSE
"983","""17_74260472""","UBALD2",TRUE,FALSE,FALSE
"984","""17_74299402""","QRICH2",TRUE,FALSE,FALSE
"985","""17_74328672""","RNU6-24P",TRUE,FALSE,FALSE
"986","""17_74360599""","SPHK1",TRUE,FALSE,FALSE
"987","""17_74376451""","PRPSAP1;SPHK1",TRUE,FALSE,FALSE
"988","""17_74442246""","AANAT;UBE2O",TRUE,FALSE,FALSE
"989","""17_74732058""","MFSD11;MIR636;SRSF2",TRUE,FALSE,FALSE
"990","""17_75437247""","Y_RNA",TRUE,FALSE,FALSE
"991","""18_266478""","RP11-705O1.8;THOC1",TRUE,FALSE,FALSE
"992","""18_2554165""","METTL4;snoU109",TRUE,FALSE,FALSE
"993","""18_3210222""","MYOM1",TRUE,FALSE,FALSE
"994","""18_3260099""","MYL12B;RP13-270P17.1",TRUE,FALSE,FALSE
"995","""19_2325889""","LSM7;SPPL2B",TRUE,FALSE,FALSE
"996","""19_2738484""","AC006538.4;SLC39A3",TRUE,FALSE,FALSE
"997","""19_12145540""","CTD-2006C1.2;ZNF433",TRUE,FALSE,FALSE
"998","""19_12948280""","MAST1",TRUE,FALSE,FALSE
"999","""19_17353692""","NR2F6",TRUE,FALSE,FALSE
"1000","""19_17485294""","CTD-2521M24.5;PLVAP",TRUE,FALSE,FALSE
"1001","""19_17516320""","BST2;CTD-2521M24.9;MVB12A",TRUE,FALSE,FALSE
"1002","""19_17569886""","CTD-2521M24.10;NXNL1",TRUE,FALSE,FALSE
"1003","""19_17632599""","FAM129C",TRUE,FALSE,FALSE
"1004","""19_17664165""","COLGALT1",TRUE,FALSE,FALSE
"1005","""19_17792724""","UNC13A",TRUE,FALSE,FALSE
"1006","""19_17830057""","MAP1S",TRUE,FALSE,FALSE
"1007","""19_17886751""","B3GNT3;FCHO1",TRUE,FALSE,FALSE
"1008","""19_17923831""","INSL3",TRUE,FALSE,FALSE
"1009","""19_17953733""","JAK3",TRUE,FALSE,FALSE
"1010","""19_17966010""","RPL18A;SNORA68",TRUE,FALSE,FALSE
"1011","""19_18303017""","MPV17L2",TRUE,FALSE,FALSE
"1012","""19_18358943""","PDE4C",TRUE,FALSE,FALSE
"1013","""19_18374329""","KIAA1683",TRUE,FALSE,FALSE
"1014","""19_18417618""","LSM4",TRUE,FALSE,FALSE
"1015","""19_18698847""","C19orf60;CRLF1",TRUE,FALSE,FALSE
"1016","""19_39881125""","MED29;PAF1",TRUE,FALSE,FALSE
"1017","""19_39916353""","AC011500.1;CTB-60E11.4;RPS16;SUPT5H",TRUE,FALSE,TRUE
"1018","""19_39986725""","DLL3",TRUE,FALSE,FALSE
"1019","""19_40022170""","CTB-60E11.9;EID2B;TDGF1P7",TRUE,FALSE,FALSE
"1020","""19_40029872""","EID2",TRUE,FALSE,FALSE
"1021","""19_40224130""","CLC",TRUE,FALSE,FALSE
"1022","""19_40266598""","LEUTX",TRUE,FALSE,FALSE
"1023","""19_40335354""","FBL",TRUE,FALSE,FALSE
"1024","""19_40476388""","PSMC4",TRUE,FALSE,FALSE
"1025","""19_40714989""","MAP3K10;TTC9B",TRUE,FALSE,FALSE
"1026","""19_40724675""","CNTD2",TRUE,FALSE,FALSE
"1027","""19_40847407""","C19orf47;PLD3;Y_RNA",TRUE,FALSE,FALSE
"1028","""19_40885982""","HIPK4",TRUE,FALSE,FALSE
"1029","""19_40902904""","PRX",TRUE,FALSE,FALSE
"1030","""19_40922411""","SERTAD1",TRUE,FALSE,FALSE
"1031","""19_40932185""","CTC-492K19.4;SERTAD3",TRUE,FALSE,FALSE
"1032","""19_40971173""","BLVRB;SPTBN4",TRUE,FALSE,FALSE
"1033","""19_41063846""","SHKBP1;SPTBN4",TRUE,FALSE,FALSE
"1034","""19_41186752""","NUMBL",TRUE,FALSE,FALSE
"1035","""19_41201544""","ADCK4;RNU6-195P",TRUE,FALSE,FALSE
"1036","""19_41215027""","ADCK4;ITPKC",TRUE,FALSE,FALSE
"1037","""19_41254303""","C19orf54;SNRPA",TRUE,FALSE,FALSE
"1038","""19_41283567""","CTC-490E21.12;EGLN2;RAB4B-EGLN2;RAB4B",TRUE,FALSE,FALSE
"1039","""19_41620131""","CYP2F1",TRUE,FALSE,FALSE
"1040","""19_41899844""","BCKDHA;CTC-435M10.10;EXOSC5",TRUE,FALSE,TRUE
"1041","""19_42644877""","SNORD112",TRUE,FALSE,FALSE
"1042","""19_42890785""","CNFN",TRUE,FALSE,FALSE
"1043","""19_37017641""","AC092295.4;ZNF260",TRUE,FALSE,FALSE
"1044","""19_37094586""","ZNF382;ZNF529",TRUE,FALSE,FALSE
"1045","""19_37177995""","AC074138.3;ZNF567",TRUE,FALSE,FALSE
"1046","""19_37341541""","ZNF345;ZNF790",TRUE,FALSE,FALSE
"1047","""19_37662459""","ZNF585A",TRUE,FALSE,FALSE
"1048","""19_37856678""","ZNF527",TRUE,FALSE,FALSE
"1049","""19_38179545""","CTD-2528L19.3;ZFP30;ZNF781",TRUE,FALSE,FALSE
"1050","""19_44616755""","AC084219.4;ZNF225",TRUE,FALSE,FALSE
"1051","""19_44715761""","ZNF227",TRUE,FALSE,FALSE
"1052","""19_52406394""","ZNF649",TRUE,FALSE,FALSE
"1053","""19_52429440""","ZNF613",TRUE,FALSE,FALSE
"1054","""19_52489558""","ZNF350",TRUE,FALSE,FALSE
"1055","""19_52548366""","ZNF432",TRUE,FALSE,FALSE
"1056","""19_53604849""","ZNF160",TRUE,FALSE,FALSE
"1057","""19_53658962""","ZNF347",TRUE,FALSE,FALSE
"1058","""19_54023282""","ZNF331",TRUE,FALSE,FALSE
"1059","""19_57074833""","AC007228.11;ZNF470",TRUE,FALSE,FALSE
"1060","""19_57751949""","ZNF805",TRUE,FALSE,FALSE
"1061","""19_57874301""","AC003002.4;TRAPPC2P1;ZNF547",TRUE,FALSE,FALSE
"1062","""19_57981755""",".",TRUE,FALSE,FALSE
"1063","""19_58125187""","ZNF134",TRUE,FALSE,FALSE
"1064","""2_21018803""","C2orf43",TRUE,FALSE,FALSE
"1065","""20_32937950""","ITCH",TRUE,FALSE,FALSE
"1066","""20_33026160""","ITCH-AS1;ITCH",TRUE,FALSE,FALSE
"1067","""20_33096030""","DYNLRB1",TRUE,FALSE,FALSE
"1068","""20_33134511""","MAP1LC3A",TRUE,FALSE,FALSE
"1069","""20_33261878""","PIGU;RP11-346K17.3",TRUE,FALSE,FALSE
"1070","""20_33289251""","TP53INP2",TRUE,FALSE,FALSE
"1071","""20_33301378""","NCOA6",TRUE,FALSE,FALSE
"1072","""20_33403724""","NCOA6",TRUE,FALSE,FALSE
"1073","""20_33703920""","SNORD56",TRUE,FALSE,FALSE
"1074","""20_33851285""","EDEM2;MMP24-AS1;RP4-614O4.11",TRUE,FALSE,FALSE
"1075","""20_34546062""","SCAND1",TRUE,FALSE,FALSE
"1076","""20_34549688""","CNBD2",TRUE,FALSE,FALSE
"1077","""21_44525680""","U2AF1",TRUE,FALSE,FALSE
"1078","""21_45076799""","HSF2BP;RRP1B",TRUE,FALSE,FALSE
"1079","""21_44553178""","AP001631.9",TRUE,FALSE,FALSE
"1080","""21_45136634""","PDXK",TRUE,FALSE,FALSE
"1081","""21_47246345""","AL592528.1",TRUE,FALSE,FALSE
"1082","""3_9681151""","MTMR14",TRUE,FALSE,FALSE
"1083","""3_9744800""","CPNE9",TRUE,FALSE,FALSE
"1084","""3_9883802""","RPUSD3",TRUE,FALSE,FALSE
"1085","""3_9947616""","IL17RC;IL17RE;RNU6-882P",TRUE,FALSE,FALSE
"1086","""3_10066305""","CIDECP;FANCD2",TRUE,FALSE,FALSE
"1087","""3_10076631""","RNU6-670P",TRUE,FALSE,FALSE
"1088","""3_10253883""","RNU6-814P",TRUE,FALSE,FALSE
"1089","""3_10329158""","GHRL;GHRLOS",TRUE,FALSE,FALSE
"1090","""3_10355544""","SEC13",TRUE,FALSE,FALSE
"1091","""3_10435438""","MIR885",TRUE,FALSE,FALSE
"1092","""3_111829537""","C3orf52;MIR567",TRUE,FALSE,FALSE
"1093","""3_112279729""","ATG3;SLC35A5",TRUE,FALSE,FALSE
"1094","""3_112515022""","RP11-180K7.1",TRUE,FALSE,FALSE
"1095","""3_112693909""","CD200R1",TRUE,FALSE,FALSE
"1096","""3_113247683""","SIDT1",TRUE,FALSE,FALSE
"1097","""3_176762517""","TBL1XR1-AS1",TRUE,FALSE,FALSE
"1098","""3_176913576""","TBL1XR1",TRUE,FALSE,FALSE
"1099","""3_179370367""","USP13",TRUE,FALSE,FALSE
"1100","""5_1436465""","SLC6A3",TRUE,FALSE,FALSE
"1101","""5_1223542""","SLC6A18",TRUE,FALSE,FALSE
"1102","""5_95067826""","CTD-2154I11.2",TRUE,FALSE,FALSE
"1103","""5_95919184""","AC020900.1;CTD-2337A12.1",TRUE,FALSE,FALSE
"1104","""6_31509720""","DDX39B-AS1;DDX39B",TRUE,FALSE,FALSE
"1105","""6_31629077""","CSNK2B;CSNK2B-LY6G5B-1181;GPANK1;Y_RNA",TRUE,FALSE,FALSE
"1106","""6_31863610""","C2;EHMT2;ZBTB12",TRUE,FALSE,FALSE
"1107","""6_31889501""","C2;CFB",TRUE,FALSE,FALSE
"1108","""6_31922578""","MIR1236",TRUE,FALSE,FALSE
"1109","""6_32937493""","BRD2;BRD2-IT1",TRUE,FALSE,FALSE
"1110","""6_30612762""","AL662800.2;C6orf136",TRUE,FALSE,FALSE
"1111","""6_31078578""","C6orf15",TRUE,FALSE,FALSE
"1112","""6_31488607""","MCCD1;RPL15P4",TRUE,FALSE,FALSE
"1113","""6_31497462""","DDX39B;SNORD117",TRUE,FALSE,FALSE
"1114","""6_31548352""","LTB",TRUE,FALSE,FALSE
"1115","""6_31617298""","APOM;BAG6",TRUE,FALSE,FALSE
"1116","""6_31635460""","CSNK2B-LY6G5B-1181;LY6G5B",TRUE,FALSE,FALSE
"1117","""6_31925203""","DXO;NELFE;SKIV2L;STK19",TRUE,FALSE,FALSE
"1118","""6_32079135""","ATF6B;TNXB",TRUE,FALSE,FALSE
"1119","""6_32094112""","ATF6B",TRUE,FALSE,FALSE
"1120","""6_32144835""","AGPAT1;RNF5",TRUE,FALSE,FALSE
"1121","""6_32190386""","NOTCH4",TRUE,FALSE,FALSE
"1122","""6_32221918""","XXbac-BPG154L12.4",TRUE,FALSE,FALSE
"1123","""6_32342828""",".",TRUE,FALSE,FALSE
"1124","""6_32357519""","HCG23",TRUE,FALSE,FALSE
"1125","""6_32405593""","HLA-DRA",TRUE,FALSE,FALSE
"1126","""6_32622279""","HLA-DQB1-AS1;HLA-DQB1",TRUE,FALSE,FALSE
"1127","""6_32708412""","HLA-DQA2",TRUE,FALSE,FALSE
"1128","""6_32730340""","HLA-DQB2",TRUE,FALSE,FALSE
"1129","""6_32780977""","HLA-DOB",TRUE,FALSE,FALSE
"1130","""6_32799345""","TAP2",TRUE,FALSE,FALSE
