"","ID","Genes","Promoter","CpGs","DE"
"363","""1_3531260""","RP11-46F15.2;TPRG1L",TRUE,FALSE,FALSE
"364","""1_3665843""","CCDC27",TRUE,FALSE,FALSE
"365","""1_6840889""","RP11-312B8.1",TRUE,FALSE,FALSE
"366","""1_9336978""","Z98044.1",TRUE,FALSE,FALSE
"367","""1_9908051""","RP11-84A14.5",TRUE,FALSE,FALSE
"368","""1_11113121""","SRM",TRUE,FALSE,FALSE
"369","""1_11285314""","RNU6-291P",TRUE,FALSE,FALSE
"370","""1_11793489""","AGTRAP",TRUE,FALSE,FALSE
"371","""1_12034073""","MFN2",TRUE,FALSE,FALSE
"372","""1_12566709""","SNORA59A",TRUE,FALSE,FALSE
"373","""1_12627258""","RNU6ATAC18P",TRUE,FALSE,FALSE
"374","""1_12673527""","DHRS3;RP11-474O21.5",TRUE,FALSE,FALSE
"375","""1_12700924""","AADACL4",TRUE,FALSE,FALSE
"376","""1_17573271""","PADI3",TRUE,FALSE,FALSE
"377","""1_19531652""","RP1-43E13.2;UBR4",TRUE,FALSE,FALSE
"378","""1_23805982""","ASAP3",TRUE,FALSE,FALSE
"379","""1_23851717""","E2F2",TRUE,FALSE,FALSE
"380","""1_23884168""","ID3",TRUE,FALSE,FALSE
"381","""1_23903672""","MDS2",TRUE,FALSE,FALSE
"382","""1_24469097""","IL22RA1",TRUE,FALSE,FALSE
"383","""1_24505108""","IFNLR1",TRUE,FALSE,FALSE
"384","""1_24742131""","NIPAL3;STPG1",TRUE,FALSE,FALSE
"385","""1_24742861""","STPG1",TRUE,FALSE,FALSE
"386","""1_24796618""",NA,TRUE,FALSE,FALSE
"387","""1_24828117""","RCAN3",TRUE,FALSE,FALSE
"388","""1_24869385""","NCMAP;RP4-594I10.3",TRUE,FALSE,FALSE
"389","""1_24956915""","SRRM1",TRUE,FALSE,FALSE
"390","""1_24992621""","snoU13;SRRM1",TRUE,FALSE,FALSE
"391","""1_25531683""","RP4-706G24.1",TRUE,FALSE,FALSE
"392","""1_27714328""","GPR3;RP1-144C9.2",TRUE,FALSE,FALSE
"393","""1_32106422""","PEF1;RP11-73M7.6;RP11-73M7.9",TRUE,FALSE,FALSE
"394","""1_32118197""","COL16A1;RP11-73M7.6",TRUE,FALSE,FALSE
"395","""1_36689675""","THRAP3",TRUE,FALSE,FALSE
"396","""1_36771651""","EVA1B;RP11-268J15.5;SH3D21",TRUE,FALSE,FALSE
"397","""1_36848555""","STK40",TRUE,FALSE,FALSE
"398","""1_36858888""","LSM10",TRUE,FALSE,FALSE
"399","""1_36863902""","RNU4-27P",TRUE,FALSE,FALSE
"400","""1_36883305""","OSCP1;SNORA63",TRUE,FALSE,FALSE
"401","""1_36915681""","OSCP1",TRUE,FALSE,FALSE
"402","""1_36927584""","CSF3R;MRPS15",TRUE,FALSE,FALSE
"403","""1_37937165""","LINC01137;ZC3H12A",TRUE,FALSE,FALSE
"404","""1_38156332""","C1orf109;CDCA8",TRUE,FALSE,FALSE
"405","""1_44856226""","RNU6-369P",TRUE,FALSE,FALSE
"406","""1_44870573""","RNF220",TRUE,FALSE,FALSE
"407","""1_44984948""",NA,TRUE,FALSE,FALSE
"408","""1_117600462""","RP11-27K13.3",TRUE,FALSE,FALSE
"409","""1_118143091""","AL157902.3;FAM46C",TRUE,FALSE,FALSE
"410","""1_118471117""","GDAP2;WDR3",TRUE,FALSE,FALSE
"411","""1_147013180""","BCL9",TRUE,FALSE,FALSE
"412","""1_151333183""","SELENBP1",TRUE,FALSE,FALSE
"413","""1_151368335""","PSMB4",TRUE,FALSE,FALSE
"414","""1_151427825""","POGZ",TRUE,FALSE,TRUE
"415","""1_151478606""","CGN",TRUE,FALSE,FALSE
"416","""1_151496436""","CGN;SNORA44",TRUE,FALSE,FALSE
"417","""1_151516084""","MIR554;RP11-74C1.2;TUFT1",TRUE,FALSE,FALSE
"418","""1_151879964""","THEM4",TRUE,FALSE,FALSE
"419","""1_152130894""","RPTN",TRUE,FALSE,FALSE
"420","""1_152843096""","SMCP",TRUE,FALSE,FALSE
"421","""1_152878549""","IVL",TRUE,FALSE,FALSE
"422","""1_153174920""","LELP1",TRUE,FALSE,FALSE
"423","""1_153189952""","PRR9",TRUE,FALSE,FALSE
"424","""1_155887793""","KIAA0907;SNORA42",TRUE,FALSE,FALSE
"425","""1_155945236""","ARHGEF2;RP11-336K24.12;RP11-336K24.5",TRUE,FALSE,FALSE
"426","""1_178500099""","C1ORF220;C1orf220",TRUE,FALSE,FALSE
"427","""1_178691659""","RALGPS2;RP11-428K3.1",TRUE,FALSE,FALSE
"428","""1_178991018""","FAM20B",TRUE,FALSE,FALSE
"429","""1_179043494""","TOR3A",TRUE,FALSE,FALSE
"430","""1_179060756""",NA,TRUE,FALSE,FALSE
"431","""1_203964633""","AC096645.1",TRUE,FALSE,FALSE
"432","""1_205471598""","CDK18",TRUE,FALSE,FALSE
"433","""1_209955276""","C1orf74",TRUE,FALSE,FALSE
"434","""1_210000236""","DIEXF",TRUE,FALSE,FALSE
"435","""1_245206207""","RNU6-999P",TRUE,FALSE,FALSE
"436","""10_1033144""","AL359878.1;GTPBP4",TRUE,FALSE,FALSE
"437","""10_3790089""","RP11-184A2.3",TRUE,FALSE,FALSE
"438","""10_3805190""","RP11-184A2.2",TRUE,FALSE,FALSE
"439","""10_3826209""","KLF6",TRUE,FALSE,FALSE
"440","""10_4827581""","AKR1E2",TRUE,FALSE,FALSE
"441","""10_5724875""","FAM208B",TRUE,FALSE,FALSE
"442","""10_5876004""","GDI2",TRUE,FALSE,FALSE
"443","""10_5920962""","ANKRD16;FBXO18",TRUE,FALSE,FALSE
"444","""10_12125421""","DHTKD1",TRUE,FALSE,FALSE
"445","""10_12288804""","RP11-186N15.3",TRUE,FALSE,FALSE
"446","""10_12385400""","CAMK1D",TRUE,FALSE,FALSE
"447","""10_15899090""","FAM188A",TRUE,FALSE,FALSE
"448","""10_70829816""","SRGN",TRUE,FALSE,FALSE
"449","""10_70876908""","VPS26A",TRUE,FALSE,FALSE
"450","""10_79394612""","KCNMA1",TRUE,FALSE,FALSE
"451","""10_81837593""","TMEM254-AS1;TMEM254",TRUE,FALSE,FALSE
"452","""10_82213383""","TSPAN14",TRUE,FALSE,FALSE
"453","""10_82283662""","RP11-137H2.4;SH2D4B",TRUE,FALSE,FALSE
"454","""10_99044940""","ARHGAP19;ARHGAP19-SLIT1",TRUE,FALSE,FALSE
"455","""10_112061091""","SMNDC1",TRUE,FALSE,FALSE
"456","""10_112255134""","DUSP5;RP11-525A16.4",TRUE,FALSE,FALSE
"457","""10_112631371""","PDCD4-AS1;PDCD4",TRUE,FALSE,FALSE
"458","""10_126429450""","FAM53B",TRUE,FALSE,FALSE
"459","""11_205378""","BET1L;RIC8A",TRUE,FALSE,FALSE
"460","""11_233448""","PSMD13;SIRT3",TRUE,FALSE,FALSE
"461","""11_565318""","MIR210;MIR210HG;PHRF1",TRUE,FALSE,FALSE
"462","""11_631027""","DRD4",TRUE,FALSE,FALSE
"463","""11_783955""","CEND1;PIDD;SLC25A22",TRUE,FALSE,FALSE
"464","""11_6046451""","OR56A1",TRUE,FALSE,FALSE
"465","""11_6462980""","HPX",TRUE,FALSE,FALSE
"466","""11_6501118""","ARFIP2;TIMM10B",TRUE,FALSE,FALSE
"467","""11_18408536""","LDHA;MIR3159",TRUE,FALSE,FALSE
"468","""11_18548233""","TSG101",TRUE,FALSE,FALSE
"469","""11_18620707""","RP11-504G3.4;SPTY2D1-AS1",TRUE,FALSE,FALSE
"470","""11_18654585""","SPTY2D1",TRUE,FALSE,FALSE
"471","""11_18728013""","RP11-1081L13.4",TRUE,FALSE,FALSE
"472","""11_48001307""","PTPRJ",TRUE,FALSE,FALSE
"473","""11_48028349""","AC103828.1",TRUE,FALSE,FALSE
"474","""11_82745699""","RAB30;RP11-113K21.1;RP11-659G9.3;SNORA70E",TRUE,FALSE,FALSE
"475","""11_82773109""","RAB30-AS1;RAB30",TRUE,FALSE,FALSE
"476","""11_82867223""","PCF11",TRUE,FALSE,FALSE
"477","""11_82921735""","RP11-727A23.1;RP11-727A23.7",TRUE,FALSE,FALSE
"478","""11_82993065""","CCDC90B;RP11-727A23.10",TRUE,FALSE,FALSE
"479","""11_94223710""","ANKRD49;MRE11A",TRUE,FALSE,TRUE
"480","""11_113645047""","CLDN25",TRUE,FALSE,FALSE
"481","""11_122592824""","snoU13",TRUE,FALSE,FALSE
"482","""11_122704641""","CRTAM",TRUE,FALSE,FALSE
"483","""11_122742296""","C11orf63",TRUE,FALSE,FALSE
"484","""11_122797742""",NA,TRUE,FALSE,FALSE
"485","""11_122845324""","BSX",TRUE,FALSE,FALSE
"486","""11_122928102""","SNORD14E",TRUE,FALSE,FALSE
"487","""11_122928892""","HSPA8;SNORD14D",TRUE,FALSE,TRUE
"488","""12_6658619""","IFFO1",TRUE,FALSE,FALSE
"489","""12_6666582""","CHD4;NOP2",TRUE,FALSE,TRUE
"490","""12_6749804""","ACRBP",TRUE,FALSE,FALSE
"491","""12_6875081""","LAG3;MLF2;PTMS",TRUE,FALSE,FALSE
"492","""12_13538046""","C12orf36",TRUE,FALSE,FALSE
"493","""12_14925728""","H2AFJ",TRUE,FALSE,FALSE
"494","""12_27166326""","TM7SF3",TRUE,FALSE,FALSE
"495","""12_27396025""","STK38L",TRUE,FALSE,FALSE
"496","""12_47463916""","AMIGO2;PCED1B",TRUE,FALSE,FALSE
"497","""12_50101821""","FMNL3;RP11-133N21.12",TRUE,FALSE,FALSE
"498","""12_53043526""","KRT2",TRUE,FALSE,FALSE
"499","""12_54088616""",NA,TRUE,FALSE,FALSE
"500","""12_54184264""","SNORD81",TRUE,FALSE,FALSE
"501","""12_54325261""","HOXC13-AS;HOXC13",TRUE,FALSE,FALSE
"502","""12_54347781""","AC012531.23;HOXC12",TRUE,FALSE,FALSE
"503","""12_54362426""","HOTAIR;HOXC11",TRUE,FALSE,FALSE
"504","""12_54378272""","HOXC10;HOXC6;HOXC-AS3;RP11-834C11.12",TRUE,FALSE,FALSE
"505","""12_54384962""","MIR196A2",TRUE,FALSE,FALSE
"506","""12_54386487""","HOXC6;HOXC9;HOXC-AS1;HOXC-AS2",TRUE,FALSE,FALSE
"507","""12_54402007""","HOXC8",TRUE,FALSE,FALSE
"508","""12_54410340""","AC012531.25;HOXC4;RP11-834C11.14",TRUE,FALSE,FALSE
"509","""12_54418775""","HOXC4;HOXC5;HOXC6;MIR615",TRUE,FALSE,FALSE
"510","""12_54668939""","CBX5;HNRNPA1;RP11-968A15.8",TRUE,FALSE,TRUE
"511","""12_54706460""","RNU6-950P",TRUE,FALSE,FALSE
"512","""12_54726168""","MIR148B",TRUE,FALSE,FALSE
"513","""12_54757256""","GPR84",TRUE,FALSE,FALSE
"514","""12_54780495""","ZNF385A",TRUE,FALSE,FALSE
"515","""12_54810596""","ITGA5;RP11-753H16.3",TRUE,FALSE,FALSE
"516","""12_68723761""","MDM1;RP11-81H14.2",TRUE,FALSE,FALSE
"517","""12_112122963""","ACAD10;BRAP",TRUE,FALSE,FALSE
"518","""13_22177639""","MICU2",TRUE,FALSE,FALSE
"519","""13_24462761""","C1QTNF9B-AS1;C1QTNF9B;MIPEP",TRUE,FALSE,FALSE
"520","""13_24476453""","C1QTNF9B",TRUE,FALSE,FALSE
"521","""13_24730741""","MIR2276;SPATA13",TRUE,FALSE,FALSE
"522","""13_24825577""","SPATA13-AS1;SPATA13",TRUE,FALSE,FALSE
"523","""13_25085894""","PARP4",TRUE,FALSE,FALSE
"524","""13_25860965""","MTMR6",TRUE,FALSE,FALSE
"525","""13_25873711""","NUPL1;RP11-271M24.2",TRUE,FALSE,FALSE
"526","""13_28193395""","LNX2;POLR1D",TRUE,FALSE,FALSE
"527","""13_28400694""","RNU6-73P",TRUE,FALSE,FALSE
"528","""13_28711381""","PAN3-AS1;PAN3",TRUE,FALSE,FALSE
"529","""13_47467733""","HTR2A",TRUE,FALSE,FALSE
"530","""13_113946280""","LAMP1",TRUE,FALSE,FALSE
"531","""14_50358189""","ARF6",TRUE,FALSE,FALSE
"532","""14_50364518""","RNU6-189P",TRUE,FALSE,FALSE
"533","""14_50467745""","C14orf182;RP11-58E21.3",TRUE,FALSE,FALSE
"534","""14_50500285""","RP11-58E21.3",TRUE,FALSE,FALSE
"535","""14_50554130""","C14orf183;RP11-58E21.5;RP11-58E21.7",TRUE,FALSE,FALSE
"536","""14_50568416""","VCPKMT",TRUE,FALSE,FALSE
"537","""14_99945358""","CCNK;SETD3",TRUE,FALSE,FALSE
"538","""14_102181923""","RP11-1029J19.5;RP11-796G6.2",TRUE,FALSE,FALSE
"539","""14_102216249""","PPP2R5C",TRUE,FALSE,FALSE
"540","""14_102275583""","CTD-2017C7.2;PPP2R5C",TRUE,FALSE,FALSE
"541","""14_102304014""","CTD-2017C7.1;CTD-2017C7.3",TRUE,FALSE,FALSE
"542","""14_102605117""","HSP90AA1;WDR20",TRUE,FALSE,FALSE
"543","""14_102771099""","MOK",TRUE,FALSE,FALSE
"544","""14_102975138""","ANKRD9",TRUE,FALSE,FALSE
"545","""14_104408422""","RD3L",TRUE,FALSE,FALSE
"546","""15_23931183""","NDN",TRUE,FALSE,FALSE
"547","""15_51631713""","GLDN",TRUE,FALSE,FALSE
"548","""15_58350880""","ALDH1A2;CTD-2330J20.2",TRUE,FALSE,FALSE
"549","""15_59040631""","ADAM10",TRUE,FALSE,FALSE
"550","""15_59278169""","RNF111",TRUE,FALSE,FALSE
"551","""15_64633992""","SNORA48",TRUE,FALSE,FALSE
"552","""15_64961854""","RNU6-549P",TRUE,FALSE,FALSE
"553","""15_64980655""","AC100830.4;AC100830.5;OAZ2",TRUE,FALSE,FALSE
"554","""15_67354356""","SMAD3",TRUE,FALSE,FALSE
"555","""15_70017141""","AC009677.1",TRUE,FALSE,FALSE
"556","""15_71406734""","CT62",TRUE,FALSE,FALSE
"557","""15_86313461""","MIR1276;RP11-158M2.6",TRUE,FALSE,FALSE
"558","""15_99191269""","IGF1R",TRUE,FALSE,FALSE
"559","""15_99643628""","RP11-654A16.3;SYNM",TRUE,FALSE,FALSE
"560","""16_4816976""","ZNF500",TRUE,FALSE,FALSE
"561","""16_8621800""","TMEM114",TRUE,FALSE,FALSE
"562","""16_28071437""","GSG1L",TRUE,FALSE,FALSE
"563","""16_28189984""","SNORA25;XPO6;Y_RNA",TRUE,FALSE,FALSE
"564","""16_28220365""","XPO6",TRUE,FALSE,FALSE
"565","""16_28302867""","RP11-57A19.2;SBK1",TRUE,FALSE,FALSE
"566","""16_28555846""","CCDC101;RP11-666O2.1",TRUE,FALSE,FALSE
"567","""16_48189744""","ABCC12",TRUE,FALSE,FALSE
"568","""16_48763330""","RNU6-257P",TRUE,FALSE,FALSE
"569","""16_85831379""","COX4I1;EMC8",TRUE,FALSE,FALSE
"570","""16_85928199""","IRF8",TRUE,FALSE,FALSE
"571","""16_86591953""","FOXC2;RP11-463O9.5",TRUE,FALSE,FALSE
"572","""16_86612025""","FOXL1",TRUE,FALSE,FALSE
"573","""16_87961490""","BANP;CA5A;CTD-3057O21.1",TRUE,FALSE,FALSE
"574","""16_88482944""","ZNF469",TRUE,FALSE,FALSE
"575","""16_88514644""","ZFPM1",TRUE,FALSE,FALSE
"576","""17_682085""","GLOD4;RNMTL1",TRUE,FALSE,FALSE
"577","""17_685906""",NA,TRUE,FALSE,FALSE
"578","""17_1731139""","AC130689.1;RPA1;SMYD4",TRUE,FALSE,TRUE
"579","""17_1930547""","DPH1",TRUE,FALSE,FALSE
"580","""17_7157706""","CLDN7;ELP5;RP1-4G17.5;Y_RNA",TRUE,FALSE,FALSE
"581","""17_7447343""","TNFSF12;TNFSF12-TNFSF13",TRUE,FALSE,FALSE
"582","""17_7807078""","CHD3;SCARNA21",TRUE,FALSE,TRUE
"583","""17_7821942""","CNTROB;KCNAB3;RP11-1099M24.7;TRAPPC1",TRUE,FALSE,FALSE
"584","""17_7896232""","GUCY2D",TRUE,FALSE,FALSE
"585","""17_7935928""","snoU13",TRUE,FALSE,FALSE
"586","""17_7941173""","ALOX15B",TRUE,FALSE,FALSE
"587","""17_9972695""","AC000003.1",TRUE,FALSE,FALSE
"588","""17_10094567""","GAS7",TRUE,FALSE,FALSE
"589","""17_13498957""","HS3ST3A1",TRUE,FALSE,FALSE
"590","""17_19136938""","EPN2",TRUE,FALSE,FALSE
"591","""17_19429562""","SLC47A1",TRUE,FALSE,FALSE
"592","""17_19443710""","SLC47A1;SNORA59B",TRUE,FALSE,FALSE
"593","""17_19560002""","ALDH3A2;SNORA31",TRUE,FALSE,FALSE
"594","""17_19620794""","RP11-311F12.1;SLC47A2",TRUE,FALSE,FALSE
"595","""17_36998080""","LASP1;RPL23;RPS20P35;SNORA21",TRUE,FALSE,TRUE
"596","""17_37320807""","ARL5C",TRUE,FALSE,FALSE
"597","""17_38820615""","AC073508.1;KRT222",TRUE,FALSE,FALSE
"598","""17_38928200""","KRT26",TRUE,FALSE,FALSE
"599","""17_38936790""","KRT27",TRUE,FALSE,FALSE
"600","""17_38954475""","KRT28",TRUE,FALSE,FALSE
"601","""17_38972294""","KRT10;TMEM99",TRUE,FALSE,FALSE
"602","""17_39020104""","KRT12",TRUE,FALSE,FALSE
"603","""17_39041416""","KRT20",TRUE,FALSE,FALSE
"604","""17_39072966""","AC004231.2",TRUE,FALSE,FALSE
"605","""17_39093452""","KRT23",TRUE,FALSE,FALSE
"606","""17_39120920""","KRT39",TRUE,FALSE,FALSE
"607","""17_39143234""","KRT40",TRUE,FALSE,FALSE
"608","""17_39150001""","KRTAP3-3",TRUE,FALSE,FALSE
"609","""17_39155005""","KRTAP3-2",TRUE,FALSE,FALSE
"610","""17_39164568""","KRTAP3-1",TRUE,FALSE,FALSE
"611","""17_39175313""","KRTAP1-5;KRTAP3-1",TRUE,FALSE,FALSE
"612","""17_39185098""","KRTAP1-4",TRUE,FALSE,FALSE
"613","""17_39187604""","KRTAP1-1;KRTAP1-3",TRUE,FALSE,FALSE
"614","""17_39199948""","KRTAP2-1;KRTAP2-2",TRUE,FALSE,FALSE
"615","""17_39215865""","KRTAP2-3",TRUE,FALSE,FALSE
"616","""17_39221136""","KRTAP2-4",TRUE,FALSE,FALSE
"617","""17_39276123""","KRTAP4-12",TRUE,FALSE,FALSE
"618","""17_39294209""","KRTAP4-6",TRUE,FALSE,FALSE
"619","""17_39302479""","KRTAP4-5",TRUE,FALSE,FALSE
"620","""17_39311925""","KRTAP4-3;KRTAP4-4",TRUE,FALSE,FALSE
"621","""17_39329339""","AC006070.12;KRTAP4-1;KRTAP4-2;KRTAP9-1",TRUE,FALSE,FALSE
"622","""17_39418969""","KRTAP9-6",TRUE,FALSE,FALSE
"623","""17_39504083""","KRT33A",TRUE,FALSE,FALSE
"624","""17_39664327""","KRT15;KRT19",TRUE,FALSE,FALSE
"625","""17_40608759""","ATP6V0A1",TRUE,FALSE,FALSE
"626","""17_71637072""","RP11-277J6.2;SDK2",TRUE,FALSE,FALSE
"627","""17_75998824""","TNRC6C",TRUE,FALSE,FALSE
"628","""17_76103774""","TNRC6C-AS1",TRUE,FALSE,FALSE
"629","""17_76109910""","TMC6;TMC8",TRUE,FALSE,FALSE
"630","""17_76138933""","C17orf99",TRUE,FALSE,FALSE
"631","""17_76691598""","RNU6-638P",TRUE,FALSE,FALSE
"632","""18_19840336""","snoU13",TRUE,FALSE,FALSE
"633","""18_71812557""","FBXO15;TIMM21",TRUE,FALSE,FALSE
"634","""18_72342670""","ZNF407",TRUE,FALSE,FALSE
"635","""18_72354534""",NA,TRUE,FALSE,FALSE
"636","""18_72360099""",NA,TRUE,FALSE,FALSE
"637","""18_75787217""","RNU6-655P",TRUE,FALSE,FALSE
"638","""19_530387""","CDC34",TRUE,FALSE,FALSE
"639","""19_1998216""","BTBD2",TRUE,FALSE,FALSE
"640","""19_2228091""","MIR1227;PLEKHJ1",TRUE,FALSE,FALSE
"641","""19_2235550""","PLEKHJ1;SF3A2",TRUE,FALSE,FALSE
"642","""19_3980731""","EEF2;SNORD37",TRUE,FALSE,TRUE
"643","""19_11390733""","TSPAN16",TRUE,FALSE,FALSE
"644","""19_14223416""","CTB-55O6.10;PRKACA",TRUE,FALSE,FALSE
"645","""19_44079353""","IRGQ;L34079.2;PINLYP;SRRM5;XRCC1;ZNF576",TRUE,FALSE,TRUE
"646","""19_44121610""","ZNF428",TRUE,FALSE,FALSE
"647","""19_44278434""","KCNN4",TRUE,FALSE,FALSE
"648","""19_44643003""","ZNF234",TRUE,FALSE,FALSE
"649","""19_44753788""","ZNF233",TRUE,FALSE,FALSE
"650","""19_49886970""","AC010524.2;CCDC155",TRUE,FALSE,FALSE
"651","""19_49932671""","PIH1D1;SLC17A7",TRUE,FALSE,TRUE
"652","""19_52089926""","AC018755.16;AC018755.1",TRUE,FALSE,FALSE
"653","""19_52143468""","RPL7P51;SIGLEC14;SIGLEC5",TRUE,FALSE,FALSE
"654","""19_52188083""","AC018755.2;MIR125A;MIR99B;MIRLET7E;SPACA6P-AS;SPACA6P",TRUE,FALSE,FALSE
"655","""19_52293146""","FPR3",TRUE,FALSE,FALSE
"656","""2_7006566""","CMPK2",TRUE,FALSE,FALSE
"657","""2_9644995""","RP11-400L8.2",TRUE,FALSE,FALSE
"658","""2_9665195""","snoU13",TRUE,FALSE,FALSE
"659","""2_9689098""","ADAM17;RP11-214N9.1",TRUE,FALSE,FALSE
"660","""2_9769927""","YWHAQ",TRUE,FALSE,TRUE
"661","""2_24148001""","ATAD2B;UBXN2A",TRUE,FALSE,FALSE
"662","""2_24295863""","FAM228B;SF3B14",TRUE,FALSE,FALSE
"663","""2_24303775""","TP53I3",TRUE,FALSE,FALSE
"664","""2_24338033""","FAM228B;PFN4;RP11-507M3.1",TRUE,FALSE,FALSE
"665","""2_27847776""","CCDC121;GPN1",TRUE,FALSE,FALSE
"666","""2_28614158""","AC104695.3;FOSL2;RP11-373D23.2",TRUE,FALSE,FALSE
"667","""2_28666022""","AC104695.4;PLB1;SNRPGP7",TRUE,FALSE,FALSE
"668","""2_73114107""","SPR",TRUE,FALSE,FALSE
"669","""2_73372284""","RAB11FIP5",TRUE,FALSE,FALSE
"670","""2_73427115""","NOTO",TRUE,FALSE,FALSE
"671","""2_73439998""","SMYD5",TRUE,FALSE,FALSE
"672","""2_73962731""","RP11-434P11.2;TPRKB",TRUE,FALSE,FALSE
"673","""2_74006898""","C2orf78;DUSP11",TRUE,FALSE,FALSE
"674","""2_74055227""","STAMBP",TRUE,FALSE,FALSE
"675","""2_74117980""","ACTG2",TRUE,FALSE,FALSE
"676","""2_74152686""","DGUOK",TRUE,FALSE,FALSE
"677","""2_74221435""","TET3",TRUE,FALSE,FALSE
"678","""2_74361314""","MGC10955",TRUE,FALSE,FALSE
"679","""2_74366447""","BOLA3-AS1;BOLA3",TRUE,FALSE,FALSE
"680","""2_74405339""","MOB1A",TRUE,FALSE,FALSE
"681","""2_74424144""","MTHFD2",TRUE,FALSE,TRUE
"682","""2_74569941""","SLC4A5",TRUE,FALSE,FALSE
"683","""2_74613721""","DCTN1",TRUE,FALSE,FALSE
"684","""2_74647743""","C2orf81;RTKN;WDR54",TRUE,FALSE,FALSE
"685","""2_74682695""","WBP1",TRUE,FALSE,FALSE
"686","""2_74707986""","CCDC142;TTC31",TRUE,FALSE,FALSE
"687","""2_74730956""","PCGF1",TRUE,FALSE,FALSE
"688","""2_74737556""","TLX2",TRUE,FALSE,FALSE
"689","""2_74744890""","AUP1;DQX1",TRUE,FALSE,FALSE
"690","""2_74755830""","AUP1;HTRA2",TRUE,FALSE,FALSE
"691","""2_120513542""","PTPN4",TRUE,FALSE,FALSE
"692","""2_120765833""","EPB41L5",TRUE,FALSE,FALSE
"693","""2_120972997""","AC012363.4",TRUE,FALSE,FALSE
"694","""2_207026883""","EEF1B2;SNORA41",TRUE,FALSE,FALSE
"695","""2_207503231""","AC010731.3;AC010731.4",TRUE,FALSE,FALSE
"696","""2_207575410""","DYTN",TRUE,FALSE,FALSE
"697","""2_208392966""","AC007879.5;CREB1",TRUE,FALSE,TRUE
"698","""2_208487189""","METTL21A",TRUE,FALSE,FALSE
"699","""2_208544233""","PPP1R14BP2;RNU6-664P;Y_RNA",TRUE,FALSE,FALSE
"700","""2_208575060""","CCNYL1",TRUE,FALSE,FALSE
"701","""2_208630833""","FZD5",TRUE,FALSE,FALSE
"702","""2_208842013""","PLEKHM3",TRUE,FALSE,FALSE
"703","""2_208882126""","RNU6-360P",TRUE,FALSE,FALSE
"704","""2_208887211""","PLEKHM3",TRUE,FALSE,FALSE
"705","""2_208938686""","snoU13",TRUE,FALSE,FALSE
"706","""2_216298228""","AC012462.1;FN1",TRUE,FALSE,FALSE
"707","""2_230784553""","FBXO36;TRIP12",TRUE,FALSE,FALSE
"708","""2_230856524""",NA,TRUE,FALSE,FALSE
"709","""2_230932137""","SLC16A14",TRUE,FALSE,FALSE
"710","""2_230989680""","AC009950.2",TRUE,FALSE,FALSE
"711","""2_231033334""","AC009950.2;SP110",TRUE,FALSE,FALSE
"712","""2_231086137""","SP110;SP140",TRUE,FALSE,FALSE
"713","""2_240319726""","AC062017.1;HDAC4",TRUE,FALSE,FALSE
"714","""2_240962169""","NDUFA10",TRUE,FALSE,FALSE
"715","""2_240966041""","OR6B2",TRUE,FALSE,FALSE
"716","""2_240981157""","PRR21",TRUE,FALSE,FALSE
"717","""2_240984310""","OR6B3",TRUE,FALSE,FALSE
"718","""2_241074885""","MYEOV2",TRUE,FALSE,FALSE
"719","""2_241079112""","OTOS",TRUE,FALSE,FALSE
"720","""20_17946510""","MGME1;SNX5",TRUE,FALSE,FALSE
"721","""20_23011171""","RP4-753D10.3;RP4-753D10.5",TRUE,FALSE,FALSE
"722","""20_23027371""","THBD",TRUE,FALSE,FALSE
"723","""20_23063909""","CD93",TRUE,FALSE,FALSE
"724","""20_60327028""","RP11-429E11.2",TRUE,FALSE,FALSE
"725","""21_46357540""","C21orf67;FAM207A",TRUE,FALSE,FALSE
"726","""21_46491229""","ADARB1;AP001579.1;SSR4P1",TRUE,FALSE,FALSE
"727","""22_25421530""",NA,TRUE,FALSE,FALSE
"728","""22_43628105""","Z82214.2",TRUE,FALSE,FALSE
"729","""22_44350473""","RP4-796I17.5;SAMM50",TRUE,FALSE,FALSE
"730","""22_44389095""","PARVB;SAMM50",TRUE,FALSE,FALSE
"731","""3_9772248""","BRPF1",TRUE,FALSE,FALSE
"732","""3_9810283""","CAMK1",TRUE,FALSE,FALSE
"733","""3_9832737""","ARPC4;ARPC4-TTLL3;TADA3",TRUE,FALSE,FALSE
"734","""3_9849734""","TTLL3",TRUE,FALSE,FALSE
"735","""3_9993578""","PRRT3;RP11-1020A11.2",TRUE,FALSE,FALSE
"736","""3_10147073""","FANCD2OS",TRUE,FALSE,FALSE
"737","""3_10171356""","snoU13;VHL",TRUE,FALSE,FALSE
"738","""3_10203161""","IRAK2",TRUE,FALSE,FALSE
"739","""3_39148081""","GORASP1;TTC21A",TRUE,FALSE,FALSE
"740","""3_39187520""","CSRNP1",TRUE,FALSE,FALSE
"741","""3_39322053""","CX3CR1",TRUE,FALSE,FALSE
"742","""3_48487332""","ATRIP;RP11-24C3.2",TRUE,FALSE,FALSE
"743","""3_52028891""","RPL29",TRUE,FALSE,FALSE
"744","""3_52294731""","MIRLET7G;WDR82",TRUE,FALSE,FALSE
"745","""3_52317478""","GLYCTK;MIR135A1;WDR82",TRUE,FALSE,FALSE
"746","""3_52335822""","DNAH1",TRUE,FALSE,FALSE
"747","""3_52441545""","BAP1;PHF7",TRUE,FALSE,FALSE
"748","""3_52465419""","SEMA3G",TRUE,FALSE,FALSE
